ID,Name,Grade,Grade text,Generation,Total
50308,فاطمة الخزاعية,1,صحابية,1,4
50309,قسرة بنت رواس الكندية,1,صحابية,1,1
50310,كلثم بنت برثن العنبرية,1,صحابية,1,1
50311,مارية خادمة النبي صلى الله عليه وسلم,1,صحابية,1,2
50312,منيعة,1,صحابية,1,1
50314,نفيسة بنت منبه,1,صحابية,1,2
50315,نسيكة بنت جلاس,1,صحابية,1,1
50316,أم الأزهر,1,صحابي,1,2
50318,أم جميل بنت عبد الله,1,صحابي,1,1
50319,أم الحكم الغفارية,1,صحابي,1,1
50320,أم حبيب الأنصارية,1,صحابي,1,1
50321,أم الحارث بنت عياش,1,صحابي,1,1
50322,أم سليم بنت أبي حكيم,1,صحابي,1,1
50323,أم السائب,1,صحابي,1,2
50324,أم سنان الأسلمية,1,صحابي,1,4
50325,أم سفيان بنت الضحاك السلمية,1,صحابي,1,2
50326,أم الضحاك بنت مسعود الحارثية,1,صحابي,1,2
50327,أم عبد الله بنت أوس الأنصارية,1,صحابي,1,1
50328,أم عبد الله الدوسية,1,صحابي,1,1
50329,أم عبد الرحمن الخدرية,1,صحابي,1,2
50330,أم عمر بن خلدة الأنصارية,1,صحابي,1,1
50331,أم عثمان بن أبي العاص,1,صحابي,1,1
50332,أم عصمة العوصية,1,صحابي,1,1
50333,أم عفيف النهدية,1,صحابي,1,1
50334,أم الغادية,1,صحابي,1,1
50336,أم كبشة العدوية,1,صحابي,1,1
50337,أم ليلى بنت رواحة الأنصارية,1,صحابي,1,4
50338,أم مغيث,1,صحابي,1,2
50339,أم مرثد,1,صحابي,1,1
50340,أم نصر المحاربية,1,صحابي,1,2
50341,أم الهذيل,1,صحابي,1,1
50342,زينب بنت ثابت الأنصارية,1,صحابي,1,4
50343,عمة عبد ربه بن سعيد,1,صحابي,1,1
50344,عمة معبد بن كعب بن مالك,1,صحابي,1,1
50345,آمنة بنت الأرقم,1,صحابي,1,1
50346,عمرو بن شغوى اليافعي,1,صحابي,1,1
50347,عمرو,1,صحابي,1,1
50348,عمرو بن أبي الأسد,1,صحابي,1,1
50349,عمرو السعدي,1,صحابي,1,1
50350,المشمرج بن خالد,1,صحابي,1,2
50351,عامر بن مالك ملاعب الأسنة,1,صحابي,1,3
50352,عامر بن عمير النميري,1,صحابي,1,2
50353,عامر بن عمرو المزني,1,صحابي,1,1
50355,عمارة بن أحمر المازني,1,صحابي,1,1
50356,عمير ذي مران الهمداني,1,صحابي,1,1
50357,عمير بن أمية,1,صحابي,1,1
50358,عمير المزني,1,صحابي,1,1
50359,العباس مولى بني هاشم,1,صحابي,1,1
50360,عتبة بن مسعود الهذلي,1,صحابي,1,5
50361,عتبة بن طويع المازني,1,صحابي,1,1
50362,علي السلمي,1,صحابي,1,1
50363,علي الهلالي,1,صحابي,1,1
50364,عمرو بن عمير الأنصاري,1,صحابي,1,1
50365,عمرو بن سعد الأوسي,1,صحابي,1,6
50366,عمرو بن سفيان المحاربي,1,صحابي,1,1
50367,عمرو بن أبي أراكة,1,صحابي,1,1
50368,عمرو الثمالي,1,صحابي,1,1
50369,عمرو بن عطية,1,صحابي,1,1
50400,زياد بن عبد الله الأنصاري,1,صحابي,1,1
50401,زياد الغفاري,1,صحابي,1,1
50403,زياد بن سبرة اليعمري,1,صحابي,1,1
50404,زياد الزهري,1,صحابي,1,3
50405,زياد بن الغرد,1,صحابي,1,1
50406,زهير بن صرد الجشمي,1,صحابي,1,3
50407,زرارة,1,صحابي,1,1
50408,زرعة بن خليفة,1,صحابي,1,3
50409,الزبرقان بن بدر التميمي,1,صحابي,1,3
50410,سعد مولى النبي,1,صحابي,1,1
50411,سعد بن قيس العنزي,1,صحابي,1,2
50413,سعد الأموي,1,صحابي,1,2
50414,سعد بن وائل العيذي,1,صحابي,1,1
50415,سعد بن جنادة العوفي,1,صحابي,1,9
50416,سعيد بن سويد الأنصاري,1,صحابي,1,2
50418,سهل بن قيس المزني,1,صحابي,1,1
50419,سهل بن مالك الأنصاري,1,صحابي,1,6
50420,سهل بن جارية الأنصاري,1,صحابي,1,1
50421,سلمان بن خالد الخزاعي,1,صحابي,1,1
50422,سليمان بن أكيمة الليثي,1,صحابي,1,1
50423,سلمة بن ذكوان,1,صحابي,1,2
50424,سلمة بن سحيم,1,صحابي,1,2
50426,سالم بن حرملة العدوي,1,صحابي,1,1
50427,سالم بن أبي سالم الحجام,1,صحابي,1,1
50428,سليم العذري,1,صحابي,1,1
50429,سفيان بن همام المحاربي,1,صحابي,1,1
50430,سويد الألهاني,1,صحابي,1,1
50432,سراقة بن سراقة,1,صحابي,1,1
50433,سنان,1,صحابي,1,1
50434,سنان بن ظهير الأسدي,1,صحابي,1,1
50435,سليط,1,صحابي,1,2
50436,سيدان,1,صحابي,1,1
50437,السميط البجلي,1,صحابي,1,1
50438,سندر الجذامي,1,صحابي,1,1
50439,سريع بن الحكم السعدي,1,صحابي,1,2
50440,سمعان بن خالد الكلابي,1,صحابي,1,1
50441,شداد بن عمرو الفهري,1,صحابي,1,1
50442,شداد بن أمية الجهني,1,صحابي,1,1
50443,شيبة بن أبي كثير الأشجعي,1,صحابي,1,2
50444,شيبة بن عبد الرحمن السلمي,1,صحابي,1,1
50445,شرحبيل الجعفي,1,صحابي,1,1
50446,شرحبيل,1,صحابي,1,1
50447,شهاب,1,صحابي,1,1
50448,مسلم بن عبد الله,1,صحابي,1,1
50449,شهاب بن زهير البكري,1,صحابي,1,1
50450,شعيب بن عمرو,1,صحابي,1,1
50451,شنتم السهمي,1,صحابي,1,2
50452,شطب الممدود,1,صحابي,1,2
50453,شويفع,1,صحابي,1,1
50454,شيث بن سعد البلوي,1,صحابي,1,1
50455,صفوان بن قدامة المرائي,1,صحابي,1,1
50456,عبيد بن صخر الأنصاري,1,صحابي,1,7
50457,الصلت بن معاوية الكندي,1,صحابي,1,1
50458,الصلت,1,صحابي,1,1
50459,صرمة العذري,1,صحابي,1,1
50460,ضرار بن القعقاع,1,صحابي,1,1
50461,الضحاك الأنصاري,1,صحابي,1,1
50462,ضمرة,1,صحابي,1,2
50463,ضمرة,1,صحابي,1,1
50464,طلحة بن داود,1,صحابي,1,1
50465,طلحة الزرقي,1,صحابي,1,1
50467,طريح بن سعيد الثقفي,1,صحابي,1,1
50470,عبد الله بن أبي مطرف,1,صحابي,1,1
50471,عبد الله بن أبي مسقية الباهلي,1,صحابي,1,1
50472,عبد الله المدني,1,صحابي,1,2
50473,عبد الله الشامي,1,صحابي,1,1
50474,عبد الله الخثعمي,1,صحابي,1,1
50475,عبد الرحمن بن ثابت الأنصاري,1,صحابي,1,1
50476,عبد الرحمن بن صفوان بن قتادة,1,صحابي,1,1
50477,عبد الرحمن بن زمعة الأسدي,1,صحابي,1,1
50478,عبد الرحمن بن أبي صعصعة,1,صحابي,1,8
50479,عبد الرحمن بن جارية,1,صحابي,1,1
50481,عبد الرحمن بن ساعدة الأنصاري,1,صحابي,1,1
50483,عبد الرحمن بن بشير الأنصاري,1,صحابي,1,2
50484,عبد الرحمن بن الربيع الظفري,1,صحابي,1,1
50485,عبد الرحمن,1,صحابي,1,2
50489,عبيد الله الثقفي,1,صحابي,1,1
50490,عبيد الله السلمي,1,صحابي,1,2
50491,عبد الملك بن عباد المخزومي,1,صحابي,1,1
50493,عبد القيوم الأزدي,1,صحابي,1,1
50494,عبد الجد بن ربيعة الحكمي,1,صحابي,1,1
50495,عبيد,1,صحابي,1,2
50497,عبيد الأنصاري,1,صحابي,1,1
50498,عبيد الجهني,1,صحابي,1,1
50499,عبيد العركي,1,صحابي,1,1
50500,أبو الرمداء البلوي,1,صحابي,1,1
50501,أبو رحيمة الحجام,1,صحابي,1,1
50502,أبو زيد الجرمي,1,صحابي,1,1
50503,أبو زيد الغافقي,1,صحابي,1,1
50506,معبد بن عوسجة الجهني,1,صحابي,1,5
50507,أبو شقرة التميمي,1,صحابي,1,1
50508,أبو ضميمة,1,صحابي,1,2
50510,أبو عمرو الأنصاري,1,صحابي,1,1
50511,أبو عمرو,1,صحابي,1,1
50512,أبو عمر العدوي,1,صحابي,1,1
50513,أبو عمر الأنصاري,1,صحابي,1,1
50517,أبو عثمان الأنصاري,1,صحابي,1,2
50518,أبو العلاء الأنصاري,1,صحابي,1,1
50600,عبيدة بن صيفي الجهني,1,صحابي,1,2
50601,عبيدة المليكي,1,صحابي,1,1
50602,عبدة بن مسهر,1,صحابي,1,1
50603,عبادة بن الأشيب العنزي,1,صحابي,1,1
50604,عباد بن بشر بن قيظي,1,صحابي,1,1
50606,عباد بن عمرو,1,صحابي,1,1
50607,عمر بن يزيد الكعبي,1,صحابي,1,1
50608,عمر بن مالك الأنصاري,1,صحابي,1,1
50609,عمر الأسلمي,1,صحابي,1,1
50610,عمر بن لاحق,1,صحابي,1,1
50612,عثمان بن الأزرق,1,صحابي,1,1
50614,عقبة بن عامر السلمي,1,صحابي,1,1
50615,عقبة الزرقي,1,صحابي,1,3
50617,عياض بن زيد العبدي,1,صحابي,1,1
50618,علقمة بن الحارث الخزاعي,1,صحابي,1,6
50620,محدوج بن زيد الهذلي,7,مختلف في صحبته,2,2
50700,أبي بن عجلان الباهلي,1,صحابي,1,2
50701,خولة بنت يسار,1,صحابي,1,2
50703,زينب بنت رسول الله,1,صحابي,1,1
50704,هانئ بن هبيرة المخزومي,1,صحابي,1,1
50706,أميمة بنت بشير الأنصارية,1,صحابي,1,5
50707,مغيث الأسلمي,1,صحابي,1,2
50710,أروى بنت أنيس,1,صحابي,1,2
50713,حازم بن حرام الجذامي,1,صحابي,1,1
50715,المستنجع,1,صحابي,1,1
50716,عكاشة الغنوي,1,صحابي,1,1
50721,خولي بن عمر الجعفي,1,صحابي,1,1
50723,مسعود بن أمية الجمحي,1,صحابي,1,1
50724,روضة,1,صحابي,1,1
50725,بجير بن بجرة الطائي,1,صحابي,1,2
50727,أصيل الهذلي,1,صحابي,1,1
50728,عمير بن ذي مرار,1,صحابي,1,1
50800,أبزى الخزاعي,6,لم تثبت له صحبة,2,4
50801,عويمر الهذلي,1,صحابي,1,2
50802,عفان بن حبيب,1,صحابي,1,1
50803,أبو منظور,1,صحابي,1,1
50805,بريرة بنت الحارث العتوارية,1,صحابي,1,2
50806,لاحق بن معد بن ذهل,1,صحابي,1,1
50808,مسعود بن حرملة اللخمي,1,صحابي,1,1
50810,عثمان بن عثمان الثقفي,1,صحابي,1,1
50811,سويد بن الحارث الأزدي,1,صحابي,1,2
50900,حليمة السعدية,1,صحابي,1,2
50901,أبو عمرو الضمري,1,صحابي,1,3
50902,الحكم بن الربيع الزرقي,1,صحابي,1,2
50904,ناشرة بن سويد الجهني,1,صحابي,1,1
50906,تميمة بنت وهب القرظية,1,صحابي,1,1
50907,عمرو بن أنس الأنصاري,1,صحابي,1,2
50908,عكاشة بن وهب الأسدي,1,صحابي,1,1
50909,أبو حماد الأنصاري,1,صحابي,1,1
50910,الحصين بن يزيد الكلبي,1,صحابي,1,1
50911,خفاف بن ندبة السلمي,1,صحابي,1,1
50912,جليلة بنت عبد الجليل,1,صحابي,1,1
50913,المنذر بن عمرو الأنصاري,1,صحابي,1,1
50914,أبو فاطمة الضمري,1,صحابي,1,1
50915,مالك بن عوف بن سعيد,1,صحابي,1,1
50917,عرابة بن شماخ الجهني,1,صحابي,1,1
50918,عمرو بن الحارث الوادعي,1,صحابي,1,1
50920,زرارة بن قيس النخعي,1,صحابي,1,1
50923,عبد الله بن وزاج,1,صحابي,1,1
50924,عبد الرحمن بن الأرقم,1,صحابي,1,1
50925,عبيد الله بن الحارث القرشي,1,صحابي,1,2
50928,عثمان بن محمد بن طلحة,1,صحابي,1,1
50932,كعب بن عدي التنوخي,1,صحابي,1,1
50935,رفاعة بن موسى,1,صحابي,1,1
51000,الفضل بن عاصم الأنصاري,7,مجهول الحال,6,5
51001,عثمان بن المنذر الشامي,6,مقبول,7,1
51002,العلاء بن بشر العبشمي,8,ضعيف الحديث,10,2
51003,محمد بن أبي عبيدة العتكي,7,انفرد بتوثيقه ابن حبان,8,2
51005,مسكين بن صالح الأنصاري,6,مقبول,6,1
51006,محمد بن أحمد الحافظ,7,مجهول الحال,12,7
51007,تملك الشيبية,1,صحابي,1,1
51010,محمد بن إسماعيل العلوي,7,مجهول الحال,11,11
51011,نصر بن أبي نصر الشيرازي,2,ثقة مأمون,13,4
51012,المنتصر بن سلمة,7,مجهول الحال,11,1
51014,عبد الرحمن بن الأسود,7,مجهول الحال,8,4
51015,الحسن بن محمد البغدادي,2,ثقة مأمون,19,26
51016,محمد بن الباغبان الأصبهاني,3,ثقة,22,55
51017,ابن عمشليق الجعفري,7,مجهول الحال,17,30
51018,أحمد بن محمد العوني,7,مجهول الحال,15,7
51019,جرير بن القاسم البجلي,7,مجهول الحال,8,2
51021,عبد الله بن سعيد الزهري,7,مجهول الحال,11,10
51022,سعيد بن عثمان الحراني,7,مجهول الحال,11,4
51024,عبد الجبار بن عبد الله الخولاني,6,مقبول,15,39
51025,عبد الله بن عمر النيسابوري,2,ثقة إمام,24,88
51026,محمد بن عيسى البعلبكي,3,ثقة,31,8
51027,يوسف بن عبد الرحمن المزي,2,ثقة حجة,30,137
51029,عنبة المدنية,7,مجهول الحال,1,1
51038,ميمون بن مسلم,7,مجهول الحال,13,1
51039,جدة حكيم بن سلمة الثقفي,7,مجهول الحال,2,1
51040,أنس بن مهران,7,مجهول الحال,10,1
51041,إبراهيم بن محمد,7,مجهول الحال,12,1
51042,عمرو بن أبي عمرو,7,مجهول الحال,10,6
51045,عبد الله بن حيان الأزدي,7,مجهول الحال,16,74
51050,عبد الرحمن بن عمرو السماني,7,مجهول الحال,19,49
51051,ابن الحطاب الرازي,3,ثقة,21,205
51099,محمد بن الأزهر البلخي,7,مجهول الحال,10,1
51100,شريح بن عبد الرحمن المعافري,7,مجهول الحال,4,1
51101,أحمد بن محمد التنوخي,7,مجهول الحال,12,1
51102,محمود بن علي القرظي,7,مجهول الحال,4,1
51103,أحمد بن راشد الهلالي,8,ضعيف الحديث,10,6
51104,عمرو بن يحيى القرشي,7,مجهول الحال,3,2
51105,أبو أمية الثقفي,9,مجهول,,1
